t_seconds,value_ut
1.040410720,48.750000
1.050128228,41.550000
1.059782255,47.250000
1.070505728,41.550000
1.082091359,49.050000
1.092529913,40.500000
1.101538024,49.800000
1.110234610,42.150000
1.120380073,48.450000
1.129973668,42.900000
1.138829319,46.800000
1.147620277,44.850000
1.157154247,45.300000
1.168168476,44.400000
1.176850888,43.800000
1.186967343,45.750000
1.197485345,44.550000
1.208231675,44.100000
1.219200100,47.850000
1.228200227,43.650000
1.238996326,47.550000
1.248238746,44.100000
1.257931949,45.150000
1.267656533,45.900000
1.277959655,45.300000
1.287700719,46.200000
1.296386002,42.900000
1.306254142,46.200000
1.315535397,40.500000
1.326496386,48.000000
1.335941520,42.300000
1.344574841,49.350000
1.354684567,42.450000
1.363280786,49.800000
1.374399417,40.200000
1.385790086,47.700000
1.396838792,43.650000
1.406994948,46.800000
1.417994530,45.300000
1.427600439,45.450000
1.437945145,45.300000
1.446827233,46.950000
1.457009989,44.100000
1.468473947,44.400000
1.478840298,46.650000
1.488113305,45.000000
1.497320297,43.500000
1.506655369,46.650000
1.515775694,41.700000
1.525287260,48.600000
1.536060098,43.200000
1.544818968,48.750000
1.554282311,41.550000
1.564448348,48.900000
1.573567959,40.650000
1.584746638,49.050000
1.596346925,42.900000
1.606175692,46.800000
1.615731859,43.500000
1.624969197,48.300000
1.634383875,40.650000
1.645562856,48.000000
1.654206875,40.650000
1.663715022,48.600000
1.673719506,41.100000
1.683640957,49.650000
1.694042246,40.500000
1.703052829,49.950000
1.713646739,40.500000
1.723717686,50.100000
1.734311978,41.550000
1.743106203,49.950000
1.751729522,40.050000
1.762944428,49.650000
1.774326553,40.500000
1.782918497,50.100000
1.791716050,39.750000
1.803047258,49.650000
1.813482953,40.650000
1.824243257,48.450000
1.834154999,40.650000
1.845001674,48.600000
1.854602186,40.650000
1.864382602,49.200000
1.875244298,41.550000
1.885175633,48.300000
1.894430525,41.550000
1.903928251,49.200000
1.913394630,39.600000
1.922435211,49.650000
1.932099746,39.450000
1.942375833,49.350000
1.951486913,40.050000
1.961040449,49.200000
1.970955617,41.400000
1.980421927,49.050000
1.990936444,40.650000
2.001690234,49.350000
2.011141410,41.700000
2.022323778,50.250000
2.033174018,41.100000
2.042390620,49.800000
2.052572546,41.100000
2.062007663,49.500000
2.071041840,41.100000
2.081736262,50.250000
2.091126878,41.250000
2.102665908,50.850000
2.111724039,40.950000
2.120537053,48.750000
2.131527540,40.650000
2.140682287,49.650000
2.150828279,41.400000
2.161843521,49.500000
2.172702984,40.050000
2.182777896,49.650000
2.194005244,39.300000
2.203556652,49.350000
2.213975435,39.600000
2.224698442,48.750000
2.234145296,40.350000
2.245639964,48.600000
2.254364730,40.350000
2.264979079,48.300000
2.274868737,42.150000
2.286039253,48.000000
2.295896430,42.300000
2.306543750,46.650000
2.316050115,42.000000
2.327658046,45.450000
2.338549013,44.850000
2.349897078,41.700000
2.360607364,48.600000
2.370639932,41.850000
2.379344387,47.700000
2.389530504,43.050000
2.399652440,47.700000
2.410198061,42.150000
2.421164453,49.050000
2.431572091,41.100000
2.441442053,48.900000
2.451249648,41.550000
2.461193181,49.050000
2.470499286,42.150000
2.480655454,49.200000
2.489796662,41.700000
2.499589300,48.300000
2.509158951,43.200000
2.519804757,48.750000
2.530247277,41.250000
2.539846086,48.150000
2.550920302,40.650000
2.561257110,48.900000
2.571249520,41.100000
2.582081356,49.650000
2.593544696,41.700000
2.604455413,48.600000
2.614664542,41.700000
2.624283307,48.150000
2.633397798,40.500000
2.642734318,48.900000
2.653113376,40.500000
2.663514229,48.900000
2.673701723,40.500000
2.683490098,49.800000
2.694951356,41.250000
2.704680524,49.800000
2.715052341,41.700000
2.726075605,47.100000
2.736150520,42.000000
2.744846927,48.600000
2.754239008,40.800000
2.763755314,49.500000
2.773788398,41.250000
2.783091338,49.650000
2.792095970,40.050000
2.803683060,49.350000
2.814328057,40.950000
2.823561155,49.800000
2.832535668,39.750000
2.842167453,49.950000
2.852600253,40.950000
2.861210074,49.500000
2.871768553,40.800000
2.882421520,50.100000
2.893517968,39.300000
2.902433755,49.500000
2.911483298,40.650000
2.920236442,48.600000
2.931358759,40.650000
2.941594270,49.800000
2.950751378,41.250000
2.961392767,49.200000
2.971066619,41.100000
